nameseq,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,label
non-promoter-356,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-357,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-358,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-359,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-360,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-361,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-362,18,9,4.5,13.5,0.3333333333333333,66.66666666666666,33.33333333333333,16.666666666666664,49.99999999999999,0.3333333333333333,promotor
non-promoter-363,15,15,0.0,15.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-364,60,60,0.0,60.0,0.0,48.333333333333336,48.333333333333336,0.0,48.333333333333336,0.0,promotor
non-promoter-365,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-366,33,15,9.0,24.0,0.375,42.42424242424242,20.0,11.212121212121211,31.21212121212121,0.35922330097087374,promotor
non-promoter-367,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-368,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-369,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-370,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-371,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-372,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-373,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-374,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-375,18,9,4.5,13.5,0.3333333333333333,38.88888888888889,33.33333333333333,2.777777777777782,36.111111111111114,0.07692307692307704,promotor
non-promoter-376,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-377,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-378,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-379,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-380,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-381,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-382,30,30,0.0,30.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-383,15,15,0.0,15.0,0.0,26.666666666666668,26.666666666666668,0.0,26.666666666666668,0.0,promotor
non-promoter-384,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-385,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-386,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-387,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-388,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-389,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-390,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-391,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-392,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-393,30,30,0.0,30.0,0.0,43.333333333333336,43.333333333333336,0.0,43.333333333333336,0.0,promotor
non-promoter-394,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-395,27,27,0.0,27.0,0.0,48.148148148148145,48.148148148148145,0.0,48.148148148148145,0.0,promotor
non-promoter-396,15,15,0.0,15.0,0.0,53.333333333333336,53.333333333333336,0.0,53.333333333333336,0.0,promotor
non-promoter-397,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-398,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-399,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-400,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-401,51,51,0.0,51.0,0.0,54.90196078431373,54.90196078431373,0.0,54.90196078431373,0.0,promotor
non-promoter-402,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-403,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-404,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-405,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-406,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-407,75,75,0.0,75.0,0.0,65.33333333333333,65.33333333333333,0.0,65.33333333333333,0.0,promotor
non-promoter-408,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-409,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-410,51,51,0.0,51.0,0.0,47.05882352941176,47.05882352941176,0.0,47.05882352941176,0.0,promotor
non-promoter-411,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-412,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-413,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-414,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-415,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-416,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-417,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-418,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-419,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-420,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-421,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-422,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-423,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-424,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-425,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-426,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-427,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-428,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-429,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-430,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-431,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-432,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-433,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-434,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-435,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-436,42,42,0.0,42.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-437,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-438,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-439,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-440,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-441,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-442,36,36,0.0,36.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-443,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-444,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-445,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-446,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-447,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-448,42,42,0.0,42.0,0.0,45.23809523809524,45.23809523809524,0.0,45.23809523809524,0.0,promotor
non-promoter-449,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-450,33,33,0.0,33.0,0.0,36.36363636363637,36.36363636363637,0.0,36.36363636363637,0.0,promotor
non-promoter-451,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-452,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-453,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-454,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-455,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-456,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-457,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-458,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-459,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-460,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-461,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-462,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-463,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-464,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-465,12,12,0.0,12.0,0.0,25.0,25.0,0.0,25.0,0.0,promotor
non-promoter-466,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-467,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-468,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-469,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-470,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-471,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-472,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-473,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-474,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-475,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-476,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-477,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-478,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-479,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-480,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-481,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-482,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-483,12,12,0.0,12.0,0.0,25.0,25.0,0.0,25.0,0.0,promotor
non-promoter-484,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-485,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-486,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-487,27,27,0.0,27.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-488,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-489,15,15,0.0,15.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-490,57,57,0.0,57.0,0.0,52.63157894736842,52.63157894736842,0.0,52.63157894736842,0.0,promotor
non-promoter-491,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-492,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-493,15,15,0.0,15.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-494,27,27,0.0,27.0,0.0,51.85185185185185,51.85185185185185,0.0,51.85185185185185,0.0,promotor
non-promoter-495,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-496,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-497,21,21,0.0,21.0,0.0,42.857142857142854,42.857142857142854,0.0,42.857142857142854,0.0,promotor
non-promoter-498,48,48,0.0,48.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-499,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-500,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-501,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-502,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-503,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-504,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-505,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-506,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-507,63,63,0.0,63.0,0.0,60.317460317460316,60.317460317460316,0.0,60.317460317460316,0.0,promotor
non-promoter-508,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-509,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-510,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-511,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-512,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-513,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-514,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-515,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-516,15,15,0.0,15.0,0.0,26.666666666666668,26.666666666666668,0.0,26.666666666666668,0.0,promotor
non-promoter-517,24,24,0.0,24.0,0.0,54.166666666666664,54.166666666666664,0.0,54.166666666666664,0.0,promotor
non-promoter-518,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-519,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-520,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-521,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-522,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-523,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-524,12,12,0.0,12.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-525,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-526,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-527,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-528,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-529,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-530,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-531,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-532,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-533,27,27,0.0,27.0,0.0,48.148148148148145,48.148148148148145,0.0,48.148148148148145,0.0,promotor
non-promoter-534,12,12,0.0,12.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-535,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-536,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-537,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-538,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-539,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-540,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-541,18,18,0.0,18.0,0.0,27.77777777777778,27.77777777777778,0.0,27.77777777777778,0.0,promotor
non-promoter-542,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-543,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-544,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-545,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-546,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-547,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-548,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-549,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-550,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-551,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-552,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-553,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-554,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-555,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-556,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-557,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-558,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-559,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-560,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-561,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-562,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-563,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-564,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-565,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-566,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-567,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-568,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-569,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-570,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-571,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-572,48,48,0.0,48.0,0.0,52.083333333333336,52.083333333333336,0.0,52.083333333333336,0.0,promotor
non-promoter-573,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-574,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-575,12,12,0.0,12.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-576,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-577,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-578,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-579,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-580,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-581,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-582,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-583,45,45,0.0,45.0,0.0,48.888888888888886,48.888888888888886,0.0,48.888888888888886,0.0,promotor
non-promoter-584,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-585,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-586,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-587,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-588,33,9,12.0,21.0,0.5714285714285714,48.484848484848484,33.33333333333333,7.575757575757578,40.90909090909091,0.18518518518518526,promotor
non-promoter-589,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-590,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-591,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-592,15,6,4.5,10.5,0.42857142857142855,46.666666666666664,16.666666666666664,15.0,31.666666666666664,0.4736842105263158,promotor
non-promoter-593,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-594,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-595,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-596,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-597,27,9,9.0,18.0,0.5,44.44444444444444,40.74074074074074,1.8518518518518512,42.592592592592595,0.0434782608695652,promotor
non-promoter-598,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-599,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-600,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-601,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-602,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-603,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-604,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-605,18,18,0.0,18.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-606,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-607,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-608,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-609,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-610,39,39,0.0,39.0,0.0,28.205128205128204,28.205128205128204,0.0,28.205128205128204,0.0,promotor
non-promoter-611,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-612,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-613,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-614,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-615,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-616,9,9,0.0,9.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-617,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-618,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-619,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-620,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-621,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-622,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-623,15,15,0.0,15.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-624,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-625,9,9,0.0,9.0,0.0,22.22222222222222,22.22222222222222,0.0,22.22222222222222,0.0,promotor
non-promoter-626,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-627,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-628,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-629,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-630,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-631,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-632,24,21,1.5,22.5,0.06666666666666667,71.42857142857143,50.0,10.714285714285715,60.714285714285715,0.17647058823529413,promotor
non-promoter-633,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-634,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-635,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-636,33,33,0.0,33.0,0.0,57.57575757575758,57.57575757575758,0.0,57.57575757575758,0.0,promotor
non-promoter-637,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-638,36,36,0.0,36.0,0.0,47.22222222222222,47.22222222222222,0.0,47.22222222222222,0.0,promotor
non-promoter-639,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-640,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-641,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-642,15,15,0.0,15.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-643,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-644,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-645,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-646,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-647,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-648,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-649,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-650,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-651,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-652,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-653,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-654,33,21,6.0,27.0,0.2222222222222222,45.45454545454545,38.095238095238095,3.679653679653679,41.77489177489177,0.08808290155440414,promotor
non-promoter-655,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-656,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-657,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-658,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-659,18,18,0.0,18.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-660,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-661,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-662,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-663,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-664,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-665,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-666,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-667,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-668,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-669,24,24,0.0,24.0,0.0,62.5,62.5,0.0,62.5,0.0,promotor
non-promoter-670,60,60,0.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-671,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-672,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-673,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-674,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-675,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-676,51,51,0.0,51.0,0.0,50.98039215686274,50.98039215686274,0.0,50.98039215686274,0.0,promotor
non-promoter-677,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-678,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-679,36,36,0.0,36.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,promotor
non-promoter-680,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-681,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-682,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-683,45,45,0.0,45.0,0.0,48.888888888888886,48.888888888888886,0.0,48.888888888888886,0.0,promotor
non-promoter-684,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-685,12,12,0.0,12.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,promotor
non-promoter-686,15,15,0.0,15.0,0.0,53.333333333333336,53.333333333333336,0.0,53.333333333333336,0.0,promotor
non-promoter-687,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-688,72,72,0.0,72.0,0.0,48.61111111111111,48.61111111111111,0.0,48.61111111111111,0.0,promotor
non-promoter-689,33,33,0.0,33.0,0.0,54.54545454545454,54.54545454545454,0.0,54.54545454545454,0.0,promotor
non-promoter-690,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-691,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-692,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-693,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-694,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-695,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-696,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-697,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-698,27,27,0.0,27.0,0.0,48.148148148148145,48.148148148148145,0.0,48.148148148148145,0.0,promotor
non-promoter-699,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-700,30,30,0.0,30.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-701,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-702,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-703,30,30,0.0,30.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-704,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-705,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-706,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-707,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-708,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-709,33,18,7.5,25.5,0.29411764705882354,66.66666666666666,60.60606060606061,3.030303030303024,63.63636363636363,0.047619047619047526,promotor
non-promoter-710,30,15,7.5,22.5,0.3333333333333333,53.333333333333336,46.666666666666664,3.3333333333333357,50.0,0.06666666666666671,promotor
non-promoter-711,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-712,33,12,10.5,22.5,0.4666666666666667,50.0,45.45454545454545,2.2727272727272734,47.72727272727273,0.04761904761904763,promotor
