nameseq,fickett_score-ORF,fickett_score-full-sequence,label
non-promoter-566,1.0171999999999999,0.4201,promotor
non-promoter-567,1.1882,0.40915,promotor
non-promoter-568,1.2468000000000001,0.42852,promotor
non-promoter-569,1.3085,0.43851,promotor
non-promoter-570,1.3062,0.43512,promotor
non-promoter-571,1.1426,0.40673000000000004,promotor
non-promoter-572,1.1477,0.46292999999999995,promotor
non-promoter-573,1.1555,0.41087,promotor
non-promoter-574,1.1324,0.42921000000000004,promotor
non-promoter-575,1.1709,0.44046,promotor
non-promoter-576,1.1571,0.43518,promotor
non-promoter-577,1.0217,0.33409,promotor
non-promoter-578,1.0857,0.43002,promotor
non-promoter-579,1.0311000000000001,0.42525999999999997,promotor
non-promoter-580,1.0812,0.46004999999999996,promotor
non-promoter-581,1.0764,0.3913,promotor
non-promoter-582,1.1129,0.42806,promotor
non-promoter-583,1.2790000000000001,0.38799999999999996,promotor
non-promoter-584,1.1547,0.3623,promotor
non-promoter-585,0.6073999999999999,0.35997999999999997,promotor
non-promoter-586,0.8916000000000002,0.33202000000000004,promotor
non-promoter-587,1.0522,0.44012,promotor
non-promoter-588,1.2032,0.45274000000000003,promotor
non-promoter-589,1.1712,0.40019,promotor
non-promoter-590,1.201,0.43954000000000004,promotor
non-promoter-591,0.9789,0.41657,promotor
non-promoter-592,1.0393000000000001,0.43268,promotor
non-promoter-593,1.0462,0.40073,promotor
non-promoter-594,0.5891000000000002,0.34696000000000005,promotor
non-promoter-595,0.6884000000000001,0.36557,promotor
non-promoter-596,0.7497999999999999,0.37361999999999995,promotor
non-promoter-597,0.7735000000000001,0.46408,promotor
non-promoter-598,0.8432999999999999,0.41596,promotor
non-promoter-599,1.1411,0.43056,promotor
non-promoter-600,0.9775000000000001,0.41174999999999995,promotor
non-promoter-601,1.2857,0.45278999999999997,promotor
non-promoter-602,0.9704,0.39137,promotor
non-promoter-603,1.1989,0.41703,promotor
non-promoter-604,1.0491000000000001,0.41867000000000004,promotor
non-promoter-605,1.0944,0.43467000000000006,promotor
non-promoter-606,0.6755,0.38925000000000004,promotor
non-promoter-607,1.0246000000000002,0.37714,promotor
non-promoter-608,1.0178,0.42407,promotor
non-promoter-609,1.1409,0.44931000000000004,promotor
non-promoter-610,1.0115,0.42848,promotor
non-promoter-611,1.0963,0.40002,promotor
non-promoter-612,0.8101999999999999,0.36916,promotor
non-promoter-613,0.7297,0.39239999999999997,promotor
non-promoter-614,1.0707,0.43318,promotor
non-promoter-615,1.0397,0.4529,promotor
non-promoter-616,0.9228000000000001,0.46914,promotor
non-promoter-617,0.8489,0.44311,promotor
non-promoter-618,1.2287000000000001,0.44634999999999997,promotor
non-promoter-619,1.1568,0.41148,promotor
non-promoter-620,1.0329000000000002,0.43226,promotor
non-promoter-621,1.0084,0.3755,promotor
non-promoter-622,1.2213,0.45086,promotor
non-promoter-623,0.7627,0.33028,promotor
non-promoter-624,1.2126000000000001,0.4224,promotor
non-promoter-625,0.7817000000000001,0.44534,promotor
non-promoter-626,0.6951,0.31586000000000003,promotor
non-promoter-627,1.2567000000000002,0.44548,promotor
non-promoter-628,1.0339,0.46395,promotor
non-promoter-629,1.1096000000000001,0.40829,promotor
non-promoter-630,1.0567,0.35394,promotor
non-promoter-631,1.2978,0.44071,promotor
non-promoter-632,1.1832,0.38254,promotor
non-promoter-633,1.0507000000000002,0.45767,promotor
non-promoter-634,1.0531,0.43444,promotor
non-promoter-635,1.1523,0.45366,promotor
non-promoter-636,0.9266,0.46013,promotor
non-promoter-637,1.1499,0.39993,promotor
non-promoter-638,0.6791,0.39587,promotor
non-promoter-639,1.1631,0.45392000000000005,promotor
non-promoter-640,1.3343,0.44838000000000006,promotor
non-promoter-641,0.8915000000000001,0.36895,promotor
non-promoter-642,1.0774,0.45154,promotor
non-promoter-643,0.9621,0.4454,promotor
non-promoter-644,0.9667000000000001,0.45187,promotor
non-promoter-645,1.1184,0.45266,promotor
non-promoter-646,0.9269000000000002,0.33859,promotor
non-promoter-647,1.2878,0.40542,promotor
non-promoter-648,1.2401,0.47365,promotor
non-promoter-649,1.2662,0.4383,promotor
non-promoter-650,1.0937000000000001,0.39893,promotor
non-promoter-651,1.0709,0.43090999999999996,promotor
non-promoter-652,1.1154000000000002,0.43482,promotor
non-promoter-653,1.2578,0.39974,promotor
non-promoter-654,0.8961,0.41603,promotor
non-promoter-655,1.1286,0.38573,promotor
non-promoter-656,0.9392999999999999,0.39195,promotor
non-promoter-657,1.1377000000000002,0.42024,promotor
non-promoter-658,1.2405000000000002,0.44449,promotor
non-promoter-659,0.8274000000000001,0.32049,promotor
non-promoter-660,0.9909000000000001,0.36979999999999996,promotor
non-promoter-661,0.8729000000000001,0.41557,promotor
non-promoter-662,0.8878999999999999,0.38541,promotor
non-promoter-663,1.3333000000000002,0.41891,promotor
non-promoter-664,1.1899,0.40587,promotor
non-promoter-665,0.7172000000000001,0.38327,promotor
non-promoter-666,1.173,0.41685,promotor
non-promoter-667,1.0412000000000001,0.42773,promotor
non-promoter-668,1.0788,0.41319999999999996,promotor
non-promoter-669,1.2120000000000002,0.42963,promotor
non-promoter-670,1.2249,0.45298,promotor
non-promoter-671,1.2260000000000002,0.39474000000000004,promotor
non-promoter-672,1.125,0.39909999999999995,promotor
non-promoter-673,0.7077,0.46571999999999997,promotor
non-promoter-674,1.2034,0.37993,promotor
non-promoter-675,1.0499,0.39716999999999997,promotor
non-promoter-676,1.3175000000000001,0.39435000000000003,promotor
non-promoter-677,0.8702000000000001,0.32588,promotor
non-promoter-678,1.2402,0.4271,promotor
non-promoter-679,0.944,0.33796,promotor
non-promoter-680,1.1692,0.38054000000000004,promotor
non-promoter-681,0.8904000000000001,0.39724,promotor
non-promoter-682,0.9101,0.38328999999999996,promotor
non-promoter-683,1.1629,0.4011,promotor
non-promoter-684,0.9619,0.44261,promotor
non-promoter-685,0.6031,0.32037,promotor
non-promoter-686,1.1429,0.4489,promotor
non-promoter-687,0.9063000000000001,0.46126,promotor
non-promoter-688,1.0566,0.42426,promotor
non-promoter-689,1.1978,0.40961000000000003,promotor
non-promoter-690,1.3001,0.41519999999999996,promotor
non-promoter-691,1.0553,0.4757,promotor
non-promoter-692,0.7868,0.34428000000000003,promotor
non-promoter-693,0.9057,0.3697,promotor
non-promoter-694,1.1671,0.44478,promotor
non-promoter-695,1.2823,0.42209,promotor
non-promoter-696,1.1181,0.41831999999999997,promotor
non-promoter-697,0.7429000000000001,0.44519,promotor
non-promoter-698,1.1719000000000002,0.44904,promotor
non-promoter-699,1.2015,0.42151,promotor
non-promoter-700,0.935,0.38333,promotor
non-promoter-701,1.0712000000000002,0.37414,promotor
non-promoter-702,1.032,0.44527,promotor
non-promoter-703,0.9013000000000001,0.39296000000000003,promotor
non-promoter-704,1.1442,0.43667,promotor
non-promoter-705,0.6313,0.38655,promotor
non-promoter-706,0.9666000000000001,0.34874,promotor
non-promoter-707,1.0932,0.45364000000000004,promotor
non-promoter-708,1.0155,0.43149000000000004,promotor
non-promoter-709,1.011,0.43111,promotor
non-promoter-710,1.0287,0.37312,promotor
non-promoter-711,0.7153999999999999,0.34229,promotor
non-promoter-712,0.8981000000000001,0.43706,promotor
non-promoter-713,1.0491000000000001,0.44921999999999995,promotor
non-promoter-714,0.9565999999999999,0.42823,promotor
non-promoter-715,0.8970000000000001,0.40290000000000004,promotor
non-promoter-716,1.0712000000000002,0.37414,promotor
non-promoter-717,0.9616,0.30642,promotor
non-promoter-718,0.6185,0.34443,promotor
non-promoter-719,0.5435,0.3629,promotor
non-promoter-720,0.7323999999999998,0.37,promotor
non-promoter-721,0.4556,0.36184,promotor
non-promoter-722,1.0568,0.36925,promotor
non-promoter-723,0.9206000000000001,0.43254000000000004,promotor
non-promoter-724,0.8578000000000001,0.39777,promotor
non-promoter-725,0.8219000000000001,0.35312,promotor
non-promoter-726,0.9031,0.44741000000000003,promotor
non-promoter-727,0.7019,0.36868,promotor
non-promoter-728,0.5664,0.31622,promotor
non-promoter-729,0.8395000000000001,0.35625999999999997,promotor
non-promoter-730,0.8589,0.37949,promotor
non-promoter-731,1.0127,0.43694,promotor
non-promoter-732,0.9697000000000001,0.46248999999999996,promotor
non-promoter-733,1.0616,0.45854999999999996,promotor
non-promoter-734,0.6678999999999999,0.39848,promotor
non-promoter-735,0.6065,0.29198999999999997,promotor
non-promoter-736,1.1631,0.41978,promotor
non-promoter-737,0.9431,0.39310999999999996,promotor
non-promoter-738,0.8116,0.3628,promotor
non-promoter-739,0.7683,0.42197,promotor
non-promoter-740,0.8116,0.48485999999999996,promotor
non-promoter-741,0.6324000000000001,0.44147000000000003,promotor
non-promoter-742,0.8733,0.41606,promotor
non-promoter-743,0.6153,0.40954999999999997,promotor
non-promoter-744,0.6351,0.32083,promotor
non-promoter-745,1.1185,0.44004,promotor
non-promoter-746,0.8577999999999999,0.46262000000000003,promotor
non-promoter-747,0.7587,0.39064,promotor
non-promoter-748,0.8993999999999999,0.38921000000000006,promotor
non-promoter-749,1.1685,0.44720999999999994,promotor
non-promoter-750,1.2415,0.4343000000000001,promotor
non-promoter-751,0.6764999999999999,0.43531,promotor
non-promoter-752,1.228,0.42641999999999997,promotor
non-promoter-753,0.5443,0.38281000000000004,promotor
non-promoter-754,1.144,0.43706999999999996,promotor
non-promoter-755,1.1208,0.41951,promotor
non-promoter-756,0.5410999999999999,0.33170999999999995,promotor
non-promoter-757,0.6863,0.42133,promotor
non-promoter-758,0.6132,0.34863,promotor
non-promoter-759,0.6186999999999999,0.34901000000000004,promotor
non-promoter-760,0.5633,0.26711999999999997,promotor
non-promoter-761,1.0712000000000002,0.37414,promotor
non-promoter-762,1.048,0.47070999999999996,promotor
non-promoter-763,1.2156,0.41864,promotor
non-promoter-764,1.1954,0.43029999999999996,promotor
non-promoter-765,0.9053,0.34927,promotor
non-promoter-766,0.9427,0.4184,promotor
non-promoter-767,0.8819000000000001,0.39225000000000004,promotor
non-promoter-768,1.0306000000000002,0.44215999999999994,promotor
non-promoter-769,0.9493,0.34619,promotor
non-promoter-770,0.6443,0.27752,promotor
non-promoter-771,0.741,0.44556,promotor
non-promoter-772,1.1465,0.39969999999999994,promotor
non-promoter-773,0.7046000000000001,0.43191999999999997,promotor
non-promoter-774,0.7397,0.34729000000000004,promotor
non-promoter-775,1.1017,0.43387,promotor
non-promoter-776,0.5357999999999999,0.38345,promotor
non-promoter-777,0.4123,0.2753,promotor
non-promoter-778,0.7058,0.38678,promotor
non-promoter-779,1.1755,0.43119999999999997,promotor
non-promoter-780,0.767,0.42205999999999994,promotor
non-promoter-781,0.6741,0.35863999999999996,promotor
non-promoter-782,0.8275,0.408,promotor
non-promoter-783,1.2151,0.41764,promotor
non-promoter-784,0.7692,0.40855,promotor
non-promoter-785,1.0133,0.44572,promotor
non-promoter-786,1.0692,0.43278999999999995,promotor
non-promoter-787,0.7548,0.44324,promotor
non-promoter-788,0.9647000000000001,0.38745,promotor
non-promoter-789,0.6267999999999999,0.35070999999999997,promotor
non-promoter-790,1.0352000000000001,0.39664,promotor
non-promoter-791,0.9763999999999999,0.38963,promotor
non-promoter-792,0.808,0.40401,promotor
non-promoter-793,0.8629,0.36159,promotor
non-promoter-794,0.5940000000000001,0.42312,promotor
non-promoter-795,0.804,0.41271,promotor
non-promoter-796,0.7555000000000001,0.43184,promotor
non-promoter-797,0.5462,0.31092,promotor
non-promoter-798,1.2856,0.43579,promotor
non-promoter-799,1.0335,0.46353,promotor
non-promoter-800,1.0998,0.41882,promotor
non-promoter-801,1.0510000000000002,0.39583,promotor
non-promoter-802,0.6778000000000001,0.38109,promotor
non-promoter-803,1.2704,0.46049,promotor
non-promoter-804,0.9117000000000001,0.49326,promotor
non-promoter-805,0.9335,0.38353999999999994,promotor
non-promoter-806,0.8753,0.43037,promotor
non-promoter-807,0.9393999999999999,0.43526,promotor
non-promoter-808,0.9559000000000001,0.47441,promotor
non-promoter-809,1.0133999999999999,0.43858,promotor
non-promoter-810,1.0083,0.37584999999999996,promotor
non-promoter-811,0.6151,0.35804,promotor
non-promoter-812,1.1136,0.44588,promotor
non-promoter-813,0.8412,0.41249,promotor
non-promoter-814,0.6304,0.38641000000000003,promotor
non-promoter-815,1.0754000000000001,0.41106000000000004,promotor
non-promoter-816,1.2366000000000001,0.4503,promotor
non-promoter-817,0.6144999999999999,0.32882,promotor
non-promoter-818,1.2131,0.41925,promotor
non-promoter-819,0.8929,0.45198000000000005,promotor
non-promoter-820,1.0398,0.41018,promotor
non-promoter-821,1.1282999999999999,0.46779,promotor
non-promoter-822,1.0583,0.44793,promotor
non-promoter-823,0.7170000000000001,0.42554,promotor
non-promoter-824,0.9318,0.42124,promotor
non-promoter-825,1.2244,0.45539999999999997,promotor
non-promoter-826,0.7264999999999999,0.40371999999999997,promotor
non-promoter-827,0.8425,0.41397,promotor
non-promoter-828,1.2131,0.41925,promotor
non-promoter-829,0.9555,0.3801,promotor
non-promoter-830,1.0246000000000002,0.44743,promotor
non-promoter-831,0.8064999999999999,0.3958,promotor
non-promoter-832,0.8793000000000001,0.46156,promotor
non-promoter-833,0.3262,0.27855,promotor
non-promoter-834,0.9174,0.42125,promotor
non-promoter-835,0.7737,0.42645,promotor
non-promoter-836,0.7403000000000001,0.39012,promotor
non-promoter-837,0.9233000000000001,0.35072000000000003,promotor
non-promoter-838,0.51,0.35619,promotor
non-promoter-839,0.5866,0.40468000000000004,promotor
non-promoter-840,0.9229000000000002,0.42676,promotor
non-promoter-841,1.2282,0.42208999999999997,promotor
non-promoter-842,1.1208,0.43337,promotor
non-promoter-843,0.8833,0.38617000000000007,promotor
non-promoter-844,1.2610000000000001,0.39934,promotor
non-promoter-845,0.8276000000000001,0.41903999999999997,promotor
non-promoter-846,1.2131,0.41925,promotor
non-promoter-847,1.0686,0.38756999999999997,promotor
non-promoter-848,1.1769,0.45355000000000006,promotor
non-promoter-849,0.8244999999999999,0.3699,promotor
non-promoter-850,0.901,0.3073,promotor
non-promoter-851,0.5308999999999999,0.39689,promotor
non-promoter-852,1.0558,0.44061,promotor
non-promoter-853,0.6387,0.35507999999999995,promotor
non-promoter-854,1.2978,0.40474,promotor
non-promoter-855,0.9380000000000002,0.36341999999999997,promotor
non-promoter-856,0.7362000000000002,0.43688000000000005,promotor
non-promoter-857,0.9655999999999999,0.40479,promotor
non-promoter-858,0.9106000000000001,0.41679,promotor
non-promoter-859,0.6901999999999999,0.37532,promotor
non-promoter-860,0.8358000000000001,0.32099,promotor
non-promoter-861,0.702,0.40996999999999995,promotor
non-promoter-862,1.0087000000000002,0.44093,promotor
non-promoter-863,0.9653,0.43637000000000004,promotor
non-promoter-864,1.1055,0.44422999999999996,promotor
non-promoter-865,1.3168000000000002,0.43732,promotor
non-promoter-866,0.7353,0.36589999999999995,promotor
non-promoter-867,0.7024,0.32345999999999997,promotor
non-promoter-868,0.9906,0.39000999999999997,promotor
non-promoter-869,0.8199,0.38183,promotor
non-promoter-870,0.6274,0.40950000000000003,promotor
non-promoter-871,0.7424,0.38888999999999996,promotor
non-promoter-872,0.8786,0.37836,promotor
non-promoter-873,1.0450000000000002,0.40195,promotor
non-promoter-874,0.5931,0.33691,promotor
non-promoter-875,0.8713000000000001,0.37032000000000004,promotor
non-promoter-876,0.8375,0.45004,promotor
non-promoter-877,0.8837999999999999,0.40022,promotor
non-promoter-878,1.0439,0.45483,promotor
non-promoter-879,0.4657,0.35675999999999997,promotor
non-promoter-880,0.7875,0.46887,promotor
non-promoter-881,1.1949,0.42171000000000003,promotor
non-promoter-882,1.223,0.43032,promotor
non-promoter-883,0.6308999999999999,0.41204,promotor
non-promoter-884,0.924,0.42618,promotor
non-promoter-885,1.0367,0.44521,promotor
non-promoter-886,0.8735999999999999,0.33012,promotor
non-promoter-887,0.7022999999999999,0.37568,promotor
non-promoter-888,1.0484,0.42845000000000005,promotor
non-promoter-889,0.40650000000000003,0.33898,promotor
non-promoter-890,0.7205,0.43137000000000003,promotor
non-promoter-891,0.6478999999999999,0.41132,promotor
non-promoter-892,0.9934000000000001,0.43211000000000005,promotor
non-promoter-893,0.5938,0.37795,promotor
non-promoter-894,0.471,0.33808,promotor
non-promoter-895,0.9614,0.45922,promotor
non-promoter-896,0.6970999999999999,0.40169,promotor
non-promoter-897,0.9165000000000001,0.43755,promotor
non-promoter-898,0.6546,0.30843999999999994,promotor
non-promoter-899,0.6257999999999999,0.37824,promotor
non-promoter-900,0.6444000000000001,0.38905000000000006,promotor
non-promoter-901,0.9846,0.40948999999999997,promotor
non-promoter-902,0.6438000000000001,0.33849,promotor
non-promoter-903,0.9626000000000001,0.30813,promotor
non-promoter-904,1.0043,0.4403,promotor
non-promoter-905,1.2801,0.42051999999999995,promotor
non-promoter-906,0.7848999999999999,0.37772,promotor
non-promoter-907,0.9392,0.40837,promotor
non-promoter-908,0.7563,0.40137999999999996,promotor
non-promoter-909,1.1343,0.39986,promotor
non-promoter-910,0.8448,0.46113999999999994,promotor
non-promoter-911,0.8604,0.46469,promotor
non-promoter-912,1.1282999999999999,0.46191,promotor
non-promoter-913,0.7495,0.43901999999999997,promotor
non-promoter-914,1.0510000000000002,0.40969,promotor
non-promoter-915,1.1922000000000001,0.42429,promotor
non-promoter-916,0.9339,0.44177000000000005,promotor
non-promoter-917,0.8611,0.43213,promotor
non-promoter-918,1.1286,0.46143999999999996,promotor
non-promoter-919,0.7672,0.39225,promotor
non-promoter-920,1.2439,0.44389,promotor
non-promoter-921,0.6817,0.38251999999999997,promotor
non-promoter-922,1.0581,0.42459,promotor
non-promoter-923,0.9252000000000001,0.46063999999999994,promotor
non-promoter-924,0.6853,0.37133000000000005,promotor
non-promoter-925,0.8442999999999999,0.42528,promotor
non-promoter-926,0.5899000000000001,0.33729000000000003,promotor
non-promoter-927,0.7693,0.40485,promotor
non-promoter-928,1.2601,0.46021,promotor
non-promoter-929,0.6396,0.35608,promotor
non-promoter-930,0.7402,0.3316,promotor
non-promoter-931,0.7439,0.41614999999999996,promotor
non-promoter-932,1.0468,0.38447,promotor
non-promoter-933,0.5115,0.38180000000000003,promotor
non-promoter-934,0.619,0.36534,promotor
non-promoter-935,1.1345,0.44057,promotor
non-promoter-936,1.2009,0.42951,promotor
non-promoter-937,0.5374,0.38432,promotor
non-promoter-938,1.0587,0.40210999999999997,promotor
non-promoter-939,0.8149,0.41261,promotor
non-promoter-940,0.7342,0.37636000000000003,promotor
non-promoter-941,0.7416,0.38151,promotor
non-promoter-942,0.6337000000000002,0.38792000000000004,promotor
non-promoter-943,0.8189000000000001,0.43814000000000003,promotor
non-promoter-944,0.7894000000000001,0.42077,promotor
non-promoter-945,0.6505,0.4059900000000001,promotor
non-promoter-946,0.8997,0.414,promotor
non-promoter-947,0.9382999999999999,0.4249,promotor
non-promoter-948,1.1058,0.44047000000000003,promotor
non-promoter-949,0.6482000000000001,0.41087,promotor
non-promoter-950,0.8889,0.45534,promotor
non-promoter-951,0.7312,0.37911,promotor
non-promoter-952,0.6344000000000001,0.33182,promotor
non-promoter-953,1.1044,0.46359,promotor
non-promoter-954,0.9394,0.32811999999999997,promotor
non-promoter-955,0.4088,0.33471,promotor
non-promoter-956,0.9954000000000001,0.38893,promotor
non-promoter-957,0.9854,0.39661,promotor
non-promoter-958,0.7339,0.38455999999999996,promotor
non-promoter-959,1.0438,0.46559000000000006,promotor
non-promoter-960,1.015,0.41882,promotor
non-promoter-961,0.5729000000000001,0.29935,promotor
non-promoter-962,0.8368000000000001,0.41053,promotor
non-promoter-963,0.8915000000000001,0.41127,promotor
non-promoter-964,1.062,0.46729000000000004,promotor
non-promoter-965,1.0,0.32853,promotor
non-promoter-966,0.7427,0.28246,promotor
non-promoter-967,0.9729000000000001,0.44008,promotor
non-promoter-968,0.9651000000000002,0.37518999999999997,promotor
non-promoter-969,0.7299,0.33214,promotor
non-promoter-970,1.1054000000000002,0.37944,promotor
non-promoter-971,0.5758000000000001,0.34643000000000007,promotor
non-promoter-972,0.5068999999999999,0.38275,promotor
non-promoter-973,0.6122,0.35307,promotor
non-promoter-974,0.8618,0.45622,promotor
non-promoter-975,0.7595999999999999,0.40451,promotor
non-promoter-976,0.7916000000000001,0.35732,promotor
non-promoter-977,0.9810000000000001,0.43486,promotor
non-promoter-978,0.608,0.36576,promotor
non-promoter-979,1.0933000000000002,0.48012000000000005,promotor
non-promoter-980,0.7405,0.40917000000000003,promotor
non-promoter-981,1.0471,0.42944,promotor
non-promoter-982,0.9004000000000001,0.32627999999999996,promotor
non-promoter-983,0.8998,0.43509,promotor
non-promoter-984,0.6476999999999999,0.31892999999999994,promotor
non-promoter-985,1.0171,0.39412,promotor
non-promoter-986,0.9785,0.38255,promotor
non-promoter-987,1.2993000000000001,0.43318,promotor
non-promoter-988,0.9256,0.43539999999999995,promotor
non-promoter-989,0.8290000000000002,0.39414,promotor
non-promoter-990,0.8055,0.37727999999999995,promotor
non-promoter-991,0.4656,0.21704,promotor
non-promoter-992,0.4659,0.32167,promotor
non-promoter-993,0.7279000000000001,0.43355000000000005,promotor
non-promoter-994,0.9576,0.42135000000000006,promotor
non-promoter-995,0.6304000000000001,0.39396,promotor
non-promoter-996,1.0698,0.4122,promotor
non-promoter-997,1.0369,0.45448999999999995,promotor
non-promoter-998,0.8099000000000001,0.42875,promotor
non-promoter-999,1.0403,0.44136,promotor
non-promoter-1000,0.8582000000000001,0.38391000000000003,promotor
non-promoter-1001,0.7141000000000001,0.36689,promotor
non-promoter-1002,0.7550000000000001,0.38266,promotor
non-promoter-1003,1.1955,0.4007,promotor
non-promoter-1004,0.9426999999999999,0.36783,promotor
non-promoter-1005,0.5111999999999999,0.30138,promotor
non-promoter-1006,0.766,0.42844,promotor
non-promoter-1007,0.9156,0.4634,promotor
non-promoter-1008,0.7805,0.31318999999999997,promotor
non-promoter-1009,0.8486,0.42937,promotor
non-promoter-1010,0.7826,0.33063,promotor
non-promoter-1011,0.6225,0.30665,promotor
non-promoter-1012,0.8465,0.43329999999999996,promotor
non-promoter-1013,1.008,0.43611,promotor
non-promoter-1014,0.9226000000000001,0.45751000000000003,promotor
non-promoter-1015,0.6201,0.28396,promotor
non-promoter-1016,0.7343999999999999,0.44497000000000003,promotor
non-promoter-1017,0.7588999999999999,0.40556000000000003,promotor
non-promoter-1018,0.6896,0.39542,promotor
non-promoter-1019,0.9416,0.43134,promotor
non-promoter-1020,0.6528,0.40198999999999996,promotor
non-promoter-1021,0.9584000000000001,0.40491999999999995,promotor
non-promoter-1022,1.0043,0.43493999999999994,promotor
non-promoter-1023,1.2401000000000002,0.46302000000000004,promotor
non-promoter-1024,0.8556999999999999,0.38182999999999995,promotor
non-promoter-1025,1.0477,0.46046000000000004,promotor
non-promoter-1026,1.2043,0.41248,promotor
non-promoter-1027,1.0771,0.45041,promotor
non-promoter-1028,0.8022,0.4275,promotor
non-promoter-1029,0.8637,0.35695,promotor
non-promoter-1030,0.9814,0.45447000000000004,promotor
non-promoter-1031,0.9799,0.44272,promotor
non-promoter-1032,0.4386,0.33916999999999997,promotor
non-promoter-1033,0.9264000000000001,0.40106,promotor
non-promoter-1034,0.6958999999999999,0.40144,promotor
non-promoter-1035,0.6739999999999999,0.40019000000000005,promotor
non-promoter-1036,0.8517,0.45718000000000003,promotor
non-promoter-1037,0.8164000000000001,0.35449,promotor
non-promoter-1038,1.21,0.37871,promotor
non-promoter-1039,0.5165,0.35925,promotor
non-promoter-1040,0.5859,0.36872000000000005,promotor
non-promoter-1041,1.1159000000000001,0.39263,promotor
non-promoter-1042,0.7980000000000002,0.37623,promotor
non-promoter-1043,0.9578,0.42562,promotor
non-promoter-1044,0.9838,0.43082000000000004,promotor
non-promoter-1045,0.39890000000000003,0.32799,promotor
non-promoter-1046,0.5012,0.35231,promotor
non-promoter-1047,0.8996,0.35027,promotor
non-promoter-1048,0.5565,0.34582,promotor
non-promoter-1049,0.8555,0.42266,promotor
non-promoter-1050,0.9571000000000001,0.40923,promotor
non-promoter-1051,1.244,0.41338,promotor
non-promoter-1052,0.5680000000000001,0.41172,promotor
non-promoter-1053,0.6644,0.39472,promotor
non-promoter-1054,1.0025,0.42619999999999997,promotor
non-promoter-1055,0.7716999999999999,0.38504,promotor
non-promoter-1056,1.0198,0.42942,promotor
non-promoter-1057,0.6879,0.35773,promotor
non-promoter-1058,0.5364,0.28858,promotor
non-promoter-1059,1.0518,0.46638999999999997,promotor
non-promoter-1060,0.6103999999999999,0.36341,promotor
non-promoter-1061,0.9923,0.42776,promotor
non-promoter-1062,0.8005,0.44244,promotor
non-promoter-1063,1.1027,0.41404,promotor
non-promoter-1064,0.9078,0.36849,promotor
non-promoter-1065,0.4408000000000001,0.29876,promotor
non-promoter-1066,1.0253,0.47036999999999995,promotor
non-promoter-1067,1.1048,0.3977,promotor
non-promoter-1068,0.5326,0.35744999999999993,promotor
non-promoter-1069,1.2511,0.44365,promotor
non-promoter-1070,0.6538,0.39448,promotor
non-promoter-1071,0.6443000000000001,0.34724000000000005,promotor
non-promoter-1072,0.7387,0.40856,promotor
non-promoter-1073,0.6791,0.43174,promotor
non-promoter-1074,0.6849,0.37079,promotor
non-promoter-1075,0.8793,0.41092,promotor
non-promoter-1076,0.7180000000000001,0.37284,promotor
non-promoter-1077,1.2752000000000001,0.42727,promotor
non-promoter-1078,0.6592000000000001,0.31071,promotor
non-promoter-1079,0.6759999999999999,0.40351000000000004,promotor
non-promoter-1080,0.6093999999999999,0.35789,promotor
non-promoter-1081,0.35719999999999996,0.25628000000000006,promotor
non-promoter-1082,0.9688,0.47696,promotor
non-promoter-1083,1.1363,0.42146,promotor
non-promoter-1084,0.7421000000000001,0.41542,promotor
non-promoter-1085,1.2811,0.43984,promotor
non-promoter-1086,0.847,0.45557,promotor
non-promoter-1087,1.1393,0.42306999999999995,promotor
non-promoter-1088,1.131,0.40519,promotor
non-promoter-1089,0.7714,0.47377,promotor
non-promoter-1090,0.7225,0.31857,promotor
non-promoter-1091,1.0588,0.44351999999999997,promotor
non-promoter-1092,0.7018000000000001,0.30663,promotor
non-promoter-1093,0.9396,0.44382,promotor
non-promoter-1094,0.9172000000000001,0.47049,promotor
non-promoter-1095,0.8411999999999998,0.38980000000000004,promotor
non-promoter-1096,0.9888000000000001,0.4026,promotor
non-promoter-1097,1.1091,0.44845,promotor
non-promoter-1098,0.8115000000000001,0.37511,promotor
non-promoter-1099,1.1697000000000002,0.43593,promotor
non-promoter-1100,0.8725,0.46752,promotor
non-promoter-1101,1.1001,0.42306,promotor
non-promoter-1102,0.8786,0.42645000000000005,promotor
non-promoter-1103,0.9804,0.47592,promotor
non-promoter-1104,0.6601,0.44436000000000003,promotor
non-promoter-1105,1.1507,0.42816,promotor
non-promoter-1106,1.0779,0.48299000000000003,promotor
non-promoter-1107,0.5568,0.41603999999999997,promotor
non-promoter-1108,0.9063000000000001,0.40285000000000004,promotor
non-promoter-1109,0.6686,0.37805999999999995,promotor
non-promoter-1110,1.1338000000000001,0.39538,promotor
non-promoter-1111,1.0753,0.45837,promotor
non-promoter-1112,0.8765000000000001,0.47406000000000004,promotor
non-promoter-1113,0.9761000000000001,0.42266,promotor
non-promoter-1114,1.2774,0.42067000000000004,promotor
non-promoter-1115,0.9157000000000001,0.44057999999999997,promotor
non-promoter-1116,0.8837,0.42866000000000004,promotor
non-promoter-1117,0.7037,0.46015,promotor
non-promoter-1118,0.8976000000000001,0.42695,promotor
non-promoter-1119,1.0408,0.46735000000000004,promotor
non-promoter-1120,1.2160000000000002,0.46004,promotor
non-promoter-1121,0.7347,0.42059,promotor
non-promoter-1122,0.8728,0.39559,promotor
non-promoter-1123,0.4969,0.39476,promotor
non-promoter-1124,0.7702,0.46915,promotor
non-promoter-1125,0.8919,0.45003,promotor
non-promoter-1126,0.9077,0.44939999999999997,promotor
